comparison_type,library_size_case_id,environment_block_id,outer_case_index,common_final_launch_key,policy_id,baseline_policy_id,history_length,initial_launch_speed_m_s,baseline_initial_launch_speed_m_s,launch_speed_bin_id,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_group_id,start_energy_group_label,start_energy_group_basis,start_energy_feasibility_threshold_m_s,launch_score,baseline_launch_score,paired_delta_launch_score,mission_success_delta,front_wall_terminal_success_delta,wrong_wall_exit_delta,safe_success_delta,hard_failure_delta,floor_or_ceiling_violation_delta,no_viable_primitive_delta,net_specific_energy_delta_m_delta,positive_specific_energy_gain_m_delta,updraft_specific_energy_gain_proxy_m_delta,terminal_specific_energy_m_delta,terminal_specific_energy_bonus_delta,gross_specific_energy_loss_m_delta,episode_flight_time_s_delta,memory_changed_selection,baseline_vs_policy_selection_changed,exploration_changed_selection,safety_regression,claim_status
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,26,r10_changed_final_0026,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.303115979474305,7.303115979474305,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,131.75305229751586,131.75305229751586,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,22,r10_changed_final_0022,spatial_flow_belief_memory_h10,no_memory_baseline,10,6.591940981560359,6.591940981560359,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.02010311710494,120.02010311710494,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,27,r10_changed_final_0027,spatial_flow_belief_memory_h10,no_memory_baseline,10,6.620703824670713,6.620703824670713,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.04156886339692,120.04156886339692,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,19,r10_changed_final_0019,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.730801348603789,4.730801348603789,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,158.78220557146642,158.81877830904799,-0.03657273758156521,0,0,0,0,0,0,0,-0.0036572737581562764,0.0005396718239110976,-0.0005071912893317432,-0.0036572737581561654,-0.036572737581561654,0.00419694558206718,0.0,True,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,28,r10_changed_final_0028,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.312852976774224,7.312852976774224,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,121.0879518214106,121.0879518214106,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,31,r10_changed_final_0031,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.873512931473857,7.873512931473857,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.002506755562,120.002506755562,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,29,r10_changed_final_0029,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.608729118376877,7.608729118376877,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,24,r10_changed_final_0024,spatial_flow_belief_memory_h10,no_memory_baseline,10,6.390693297416412,6.390693297416412,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,-0.03645753810669072,0.0,0.028234528430781336,-0.036457538106690945,0.0,0.03645753810669072,0.020000000000000018,True,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,35,r10_changed_final_0035,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.357044858153034,4.357044858153034,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,33,r10_changed_final_0033,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.923293922863978,7.923293922863978,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.08133212565347,120.08133212565347,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,32,r10_changed_final_0032,spatial_flow_belief_memory_h10,no_memory_baseline,10,6.639293708622489,6.639293708622489,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,130.78067395672667,130.78067395672667,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,36,r10_changed_final_0036,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.812745008165531,7.812745008165531,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,127.16849076127068,127.16849076127068,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,40,r10_changed_final_0040,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.422592649595451,4.422592649595451,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,34,r10_changed_final_0034,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.553593403338394,7.553593403338394,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,130.528126876001,130.528126876001,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,45,r10_changed_final_0045,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.203035246312757,7.203035246312757,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.0,120.0,0.0,0,0,0,0,0,0,0,0.0016207513444848054,0.0,0.0,0.0016207513444848054,0.0,-0.0016207513444848054,0.0,True,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,37,r10_changed_final_0037,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.987685674924405,4.987685674924405,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,41,r10_changed_final_0041,spatial_flow_belief_memory_h10,no_memory_baseline,10,5.257178962050215,5.257178962050215,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,-0.0012584803726223281,0.0,-7.877292899569066e-09,-0.0012584803726223281,0.0,0.0012584803726223281,0.0,True,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,39,r10_changed_final_0039,spatial_flow_belief_memory_h10,no_memory_baseline,10,5.1635172585460944,5.1635172585460944,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,46,r10_changed_final_0046,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.589260355072749,4.589260355072749,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,42,r10_changed_final_0042,spatial_flow_belief_memory_h10,no_memory_baseline,10,7.797242612257919,7.797242612257919,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,134.9441148360085,134.9441148360085,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,43,r10_changed_final_0043,spatial_flow_belief_memory_h10,no_memory_baseline,10,6.984456906350856,6.984456906350856,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,139.78304706800176,139.78304706800176,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,38,r10_changed_final_0038,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.500586328481275,4.500586328481275,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,47,r10_changed_final_0047,spatial_flow_belief_memory_h10,no_memory_baseline,10,4.110284940339293,4.110284940339293,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,44,r10_changed_final_0044,spatial_flow_belief_memory_h10,no_memory_baseline,10,5.658717138578394,5.658717138578394,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,125.6786289973045,125.6786289973045,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,48,r10_changed_final_0048,spatial_flow_belief_memory_h10,no_memory_baseline,10,6.5943035087628985,6.5943035087628985,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,127.21843435621251,127.21843435621251,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,49,r10_changed_final_0049,spatial_flow_belief_memory_h10,no_memory_baseline,10,5.050867601622319,5.050867601622319,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,0,r10_changed_final_0000,spatial_flow_belief_memory_h30,no_memory_baseline,30,4.87612129641718,4.87612129641718,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,10,r10_changed_final_0010,spatial_flow_belief_memory_h30,no_memory_baseline,30,5.876070290237821,5.876070290237821,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-40.0,-40.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,1,r10_changed_final_0001,spatial_flow_belief_memory_h30,no_memory_baseline,30,6.172104642361257,6.172104642361257,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,117.77669809871529,118.09736009495197,-0.3206619962366801,0,0,0,0,0,0,0,-0.03378398679865535,0.0,0.0008588935874929999,-0.03378398679865491,-0.3378398679865491,0.03378398679865535,0.0,True,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,5,r10_changed_final_0005,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.230497520029962,7.230497520029962,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.0,120.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,4,r10_changed_final_0004,spatial_flow_belief_memory_h30,no_memory_baseline,30,5.002639158573073,5.002639158573073,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-40.0,-40.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,2,r10_changed_final_0002,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.978637245396595,7.978637245396595,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-50.0,-50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,9,r10_changed_final_0009,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.493451515630908,7.493451515630908,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,11,r10_changed_final_0011,spatial_flow_belief_memory_h30,no_memory_baseline,30,5.801443229923016,5.801443229923016,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,113.27524757431596,113.27524757431596,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,6,r10_changed_final_0006,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.676054039652964,7.676054039652964,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,123.57348528739449,123.57348528739449,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,12,r10_changed_final_0012,spatial_flow_belief_memory_h30,no_memory_baseline,30,5.741097679277268,5.741097679277268,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-50.0,-50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,3,r10_changed_final_0003,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.083174810590647,7.083174810590647,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,121.99039500430337,122.01070639913351,-0.02031139483014499,0,0,0,0,0,0,0,0.0010032644071131802,0.0,-0.0010155697415078005,0.0010032644071134023,0.0,-0.0010032644071131802,0.0,True,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,7,r10_changed_final_0007,spatial_flow_belief_memory_h30,no_memory_baseline,30,4.189949720751208,4.189949720751208,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,8,r10_changed_final_0008,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.114147458207874,7.114147458207874,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,132.56062835715045,132.56062835715045,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,15,r10_changed_final_0015,spatial_flow_belief_memory_h30,no_memory_baseline,30,6.64499794423691,6.64499794423691,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,117.53515669530208,117.53515669530208,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,14,r10_changed_final_0014,spatial_flow_belief_memory_h30,no_memory_baseline,30,5.455733772404688,5.455733772404688,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,16,r10_changed_final_0016,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.142935397371274,7.142935397371274,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,120.0029506515147,120.0029506515147,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,13,r10_changed_final_0013,spatial_flow_belief_memory_h30,no_memory_baseline,30,6.77632800434458,6.77632800434458,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,128.8397333875781,128.8397333875781,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r10_l7_full_domain_randomisation_arena_wide_training,17,r10_changed_final_0017,spatial_flow_belief_memory_h30,no_memory_baseline,30,7.375780570416101,7.375780570416101,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,simulation_only_paired_launch_score_audit
